57,"Solusi error 107.... Bagi kawan2 yg mengalami kesulitan di error 107.. agar pada app info diset sms premium ya.. awalnya saya kesal juga tiap masukin nomor kartu selalu muncul error 107.. tapi setelah baca di salah satu komentar di app ini menyarankan agar di app infot di set di sms premium. Alhmdlh saya sukses intalnya. Terima kasih","positif"
58,"Good Praktis","positif"
59,"Membantu sekali !","positif"
60,"Awesome	Sangat membantu dan praktis","positif"
61,"Sangat membantu sekali, budiono","positif"
62,"Sangat membantu dalam bertransaksi banking","positif"
63,"Super Sekali ","positif"
64,"Bagus Sangat membantu","positif"
65,"Usefull	Ini yg caci maki ga regis di bank kale y.. Smartphone for smart user.. App ini bagus2 aja kok di gw.. Memudahkan sgala hal..","positif"
66,"Mantap","positif"
67,"Good Sangat berguna ketika mau transfer males ke ATM :D","positif"
68,"I love this aplication	akhirnya aplikasi ini ada juga d android, saya sudah menggunakan aplikasi ini selama 2 tahun lebih, selama ini selalu berjalan lancar, mudah-mudahan ada inovasi yang lebih bagus lagi kedepannya Thanks","positif"
69,"Best Bermanfaat","positif"
70,"Cukup membantu","positif"
71,"Awesome	Aplikasi yg mempermudah transaksi sehari-hari..menu pembayarannya di tambah lagi dong..biar sama kaya klik bca.. sangat bermanfaat aplikasi ini..walaupun ada eror.tapi bisa dibenarkan kok..cukup uninstall.. cek setingan security nya.. ceklis yg mengizinkan pendownlodan di luar market..pastikan terkoneksi internet dan ada pulsa reguler.download ulang kembali.. itu khusus android..","positif"
72,"Good app Sangat membantu. Segala jenis transaksi bisa dilakukan. Bikin ga repot ke atm atau ngantri di teller.","positif"
73,"terimakasih sangat membantu saya, bisa beli pulsa, transfer duit ga perlu ke mesin ATM, cek saldo dimana aja .... kapan bisa ditambah fitur beli pulsa listrik ?","positif"
74,"Aplikasi berjalan lancar di hp saya. Tolong dong untuk internet banking dibuatin aplikasinya jg,g cm link websitenya. Saya pengguna internet banking. Tlng respon y,psti selain saya juga banyak pengguna internet banking.","positif"
75,"Sangat membantu	Aplikasi yg sangat berguna utk transexy online ane kemana2 tanpa harus ke atm. Satu hal yg ane demen, KEAMANAN yg bagus.","positif"
76,"Keren Keren","positif"
77,"berjalan mulus,,, saya install aplikasi BCA mobile ini sekitar 1 tahun yang lalu. di 4 perangkat android yang saya punya, dari android versi 2.3, android versi 3.0, android versi 4.0 sampai android versi 4.3 dengan nomor telpon yang berbeda tentunya, dan semua transaksi sangat amat lancar baik itu transfer, pembelian, maupun pembayaran,,, thanks BCA aplikasi nya sangat membantu,,,,","positif"
78,"Keren... Aplikasi yang keren banget... Memudahkan sekali dalam transaksi harian yg sebelumnya saya harus pergi ke atm untuk melakukannya. Saran saya perbaikin user interface nya dan sederhanakan. Karena pakai device yg full hd tampilan seperti pecah.","positif"
79,"Sangat membantu	Aplikasi yg sangat membantu","positif"
80,"OngenAsli mantap�? 100% berfungsi.","positif"
81,"Good..	Dalam genggaman..","positif"
82,"Great Dari pertama kali punya rekening saya lgsg daftarin mbanking, dan waktu pertama kali bca meluncurkan app ini, sama sekali ga ada masalah, udah 3x gnti hp, tetep bca mobile ga ada masalah apa2, semuanya lancarrr, transaksi mudahh, terima kasih bca,,","positif"
83,"Excellent...!!	?????  Makin memudahkan transaksi.  ?????","positif"
84,"Bagus	Good app","positif"
85,"excellent Bagus bgt, sgt membantu","positif"
86,"Fast and simple	Aplikasi mudah digunakan, tanpa perlu buka laptop lagi. Tolong tambahkan pembelian pulsa listrik wil jogja n tiket KA. Welldone!","positif"
87,"Sip Apik bangt","positif"
88,"Lancar	Makasih, cukup baik Dan membantu.. Transaksi cukup digenggaman.... Best app...!","positif"
89,"Work..!!! Alhamdulillah lancar pke m bca. Install lancar,cek saldo,cek mutasi,transfer jg lancar. Bekerja dengan baik^^","positif"
90,"good sempurna","positif"
91,"Best Bagus s3kali","positif"
92,"Samsung galaxy S2 Sejauh ini aman dan nyaman, good aplikasi dan tidak mengecewakan. Transaksi lancar dan aman terkendali.","positif"
93,"Bagus Installasi awalnya keluar error 107. Saya pakai dual sim. Setelah saya set pengiriman sms default sesuai dgn nomor yang terdaftar di mbca' semua berjalan baik. Pastikan sim  pengirim sms defaultnya sama. Program ini memakai autosend dengan memakai sim default.","positif"
94,"Membantuku","positif"
95,"Sangat mebantu transaksi","positif"
96,"Siiip Sangat membantu","positif"
97,"Very good to bad Its great at first......tp makin makin lama knp jd susah n sering error......","positif"
98,"Bagus. Contreng ""allow..."" di menu security policy.","positif"
99,"Kerenn App ngebantu banget .... gak ribet gampang di gunakan tks BCA","positif"
100,"Mantap Mantaps","positif"
101,"Good app	Aplikasi yang sangat membantu ̡�����","positif"
102,"bermanfaat","positif"
103,"wow Karen","positif"
104,"Nice Mantap...jadi lebih mudah & aman...digunakan.... Bagi yg belum bisa...jaringan provider internet nya kudu stabil...pada saat prosesnya...dijamin..tidak akan error...coba lagi dech....??","positif"
105,"Lutfya gampang dan cepat kok install nya. sy pake samsung galaxy nexus. setelah di  tes fiturnya jg lancar, bisa semua. sim tool kit di HP saya tiba2 hilang, pdhl tidak di uninstall. aplikasi ini ngebantu bgt untuk transaksi BCA via mobile.","positif"
106,"Very usegull Cara praktis cek saldo n transfer tnpa hrs ke atm.. Cucok buat kita2 yg susah kluar n padat jadwal","positif"
107,"Keren Mantap dah","positif"
108,"Nice Mo info  buat  semuanya Ni.  Mungkin membantu.  Pertama saya pakai app  ini.  Tidak berfungsi.  Alias pada saat memasukkan 16 digit no.  Atm. Loading  lama.  Trus error.  N coba beberapa saat lgi.  Itu hanya pke paket internet.  Pulsa 0  iseng2 bli pulsa.  Coba lagi..  nah ternyata dia Download lagi.  Alias redowbload. Untuk sekali saja. Setelah  itu berfungsi dengan baik.  Nah bagi yg blm bisa.  Coba mbca  dgan  ada pulsa  dan  juga pastinya no.  Hp  sudah didaftarkan.  Semoga  membantu.  Happynewyear","positif"
109,"Aplikasi yg sgt membantu Banyak sekali komen2 sampah dibawah. Pdhl gw pake fine2 aja. Gak pernah ada masalah. Sebelum aktivasi di bca mobile, pastiin dulu sudah registrasi di cabang terdekat. Pastiin pulsa juga ada, soalnya diawal aktivasi kena pulsa dl 500 perak. Yg komen gak mau kena pulsa berarti kere, pulsa aja gak ada apalagi saldo rekening. utk yg nanya isi pulsa as...pilihnya simpati. Trus masukin no as nya....saldo pun terisi.  Utk android cdma tidak bs menggunakan aplikasi ini. Contoh smartfren atau esia.","positif"
110,"Lancar 	Semua jadi lebih mudah","positif"
111,"Exelent !! Banyak yg pada ga bisa, error atau apalah.. ane bagus2 aja dah.. instal uninstal ganti hp lain jg ga masalah.. coba ke CS nya sana daftar dulu baru instal.. jangan cuma bisa memaki.. smartphone for smartuser.. yg ga bisa n ga ngarti cuma gaya2an pake HP bagus.. ganti aja tu hp sama nok 3310.. wkwkwk","positif"
112,"xperia ray	mantab..... jadi g ribet kalo mo transfer antar bank, g d kenakan pulsa jg., tinggal masukin no rekening aja. :) terimakasih BCA..","positif"
113,"Sangat membantu	Efektif - efisien","positif"
114,"Sudah normal kembali	Setelah update Mulusssssss... :D","positif"
115,"Mantab Mantab gan..transaksi perbankan jadi mudah. Installasi juga mudah.","positif"
116,"Membuat transaksi menjadi begitu praktis","positif"
117,"BCA Sangat bermanfaat","positif"
118,"Ok Lumayan bagus tampilan","positif"
119,"Bagus	Sangat membantu dlm transaksi","positif"
120,"Seep Thanks, layanan ini sangat memudahkan saya dalam bertransaksi!","positif"
121,"Nicest Sangat bermanfaat ?? Pada menu m-payment akan sangat lebih bagus lagi kalau ditambah perusahaan lain-lain sesuai No. Rekening Perusahaan...","positif"
122,"Gudd	Bagus","positif"
123,"So happy with this app	Sgt memudahkan nasabah. Buat yg sering gagal atau eror pas masukin 16 digit kartu itu krn settingan awal handphone yg memprokteksi jd tiap ada app mw akses jd gagal.  Cara benerinnya, masuk ke setting-> centang yg unknown resources setelah itu br cb balik ke app bca mobile. Kl uda gt pasti berhasil, kl masih gagal cb dtg ke bca minta dibenerin. Mgkn itu kitanya aja yg gaptek jd jgn marah2 gak jelas. Cr penggunaan yg praktis, tap aja smua transaksi lancar dilakuin. Bener2 memudahkan jd ga usah jauh2 ke atm.","positif"
124,"Good job Sangat membantu","positif"
125,"Mantaaaaapppsssss Thank U BCA krn aplikasi ini gw ga perlu bolak balik ke bank cuma krn utk transfer n trima transfer. Aplikasi berjalan dgn baik. Excellent Apps.....","positif"
126,"Bagus Tinggal ditingkatkan lagi keamanannya dan performanya","positif"
127,"Top	Mantap","positif"
128,"Bausat... Mantab","positif"
129,"Bagus Nice","positif"
130,"Sangat membantu mempermudah pekerjaan Love this apps","positif"
131,"Fix Udah bisa ko... barusan saya bisa menggunakannya","positif"
132,"Akhirnya bisa","positif"
133,"Successfull download dan digunakan Gada masalah di app bca ini ,mungkin komentar yg ga bisa digunakan sebelumnya blom registrasi di atm lalu lanjut ke bank bca nya untuk minta diaftikan 16 nomer di kartu..","positif"
134,"bagus sangat membantu sekali.","positif"
135,"Top! Bagus banget, sangat membantu transaksi online. Ga perlu repot ke atm/pake key bca.","positif"
136,"Lancar jaya Mulus tanpa masalah, note2","positif"
137,"Akhirnya bisa juga....","positif"
138,"SLoved it	Loved it.. Membantu sekali","positif"
139,"Berfungsi dengan baik Sudah bagus ini sekarang. Tampilan klo bisa android banget donk.","positif"
140,"It works..!! Berhasil install dan transaksi.. thanks..","positif"
141,"Bagus 	Berguna... Cara pakainya jg gampang.","positif"
142,"Good Application Kalau diakses via mobile sering kembali ke layar login. Lebih lancar kalau diakses full site. Overall lumayan lah. :)","positif"
143,"100% Good Semua bilang aplikasinya ""error"" dll, di hp gue lancar jaya tuh :v dari pertama install smpai transaksi pun gak ada hambatan sampai skrng :D thanks BCA (y)","positif"
144,"lancar	mantap , transaksi lancar","positif"
145,"Komplit & mudah	Semua transaksi lancar, tlp, pulsa, asuransi, antar bank urusan lancar. Yg ga bisa pakai apps ini, mungkin krn sinyal anda lemah :-D","positif"
146,"Lenovo a369i Lancar....no bug....no problem....just no saldo... Hehe......","positif"
147,"Mudah dan memudahkan","positif"
148,"Love it!	Mempermudah transaksi perbankan. Semua bisa dilakukan dengan sentuhan :)","positif"
149,"AKHIRNYA BISA LAGI... Mantap	Akhirnya setelah sekian lama error terus, sekarang udah usefull, mantapp... Thanks BCA and IT Team. I used sony xperia Z1","positif"
150,"aplikasinya sangat membantu sekali, ajib lah pokoknya!!!!","positif"
151,"Keren","positif"
152,"Aplikasi bagus	Saya pake sudah tahunan tidak ada masalah. Bahkan amat mebantu tugas saya. Bagi yg error mungkin hpnya yg salah","positif"
153,"Great Aplikasi yg sgt bgs dan aman","positif"
154,"Baguss","positif"
155,"Perfectly fine	Bagus , jadi gampang buat cek mutasi dan trf untuk onlineshop . Promosi dikit = cek instagram @fisheyeid_ untuk fisheye waterproofcase tongsis dll murah bgt kok trusted !","positif"
156,"Bagus sekali di Kitkat	Jalan dengan baik di Lenovo P780 walaupun setelah upgrade ke KitKat tetap tidak ada masalah","positif"
157,"Transaksi Lebih Mudah.. Terimakasih ","positif"
158,"sangat membantu sekali, i like it..","positif"
159,"Hebat Mantap","positif"
160,"Top Mantab","positif"
161,"Bagus	Aplikasi yang sangat bagus.. :)","positif"
162,"Bagus	Aplikasi yang sangat bagus.. :)","positif"
163,"Mantap . cocok untuk pengusaha yg mobile .","positif"
164,"Helpfull	Sang at membantu","positif"
165,"Sangat Baik	Sangat berguna dalam teknologi keuangan","positif"
166,"Sangat membantu broo ","positif"
167,"Good!	Mudah di pakai","positif"
168,"Bagus","positif"
169,"Semua gampang dengan ini!","positif"
170,"Good app Lancar jaya di kitkat thx bca","positif"
171,"Bagus Tampilan yang tegas dan mudah.","positif"
172,"It's function! Sangat membantu proses mobile sehari2... tanpa harus ribet ke atm.. semua transaksi dalam genggaman","positif"
173,"Bagus Saya menggunakan Samsung Galaxy Note 3 Android 4.4 ngga ada masalah sama sekali input nomor kartu jg berjalan lancar, bisa dipake transaksi dgn lancar. Kritiknya mungkin tampilannya bisa lebih diperbaiki, karena tampilan yg skrng cenderung gambarnya agak pecah","positif"
174,"Menyelesaikan masalah tanpa masalah","positif"
175,"Excellence Sangat memudahkan","positif"
176,"Lancar jaya Tokceeer","positif"
177,"Good Normal2 saja belum ada masalah","positif"
178,"Sangat membantu","positif"
179,"update tgl 4 des 2014 Good, update nya berjalan lancar, skrg bisa beli token PLN via mBCA","positif"
180,"Bca Mobile banking BCA lancar jaya...aktifitas keuangan lancar...mantab bca","positif"
181,"Apps nya keren sangat membantu sekali..g perlu ke atm lg..good job.","positif"
182,"membantu sipp this app","positif"
183,"Bagus kok Selama setahun ini saya pake bagus gak ada masalah, kalo yang error saldonya gak ada kali ya pernah sich saya transfer 50jt aplikasinya eror ini saldo ana tidak mencukupi jadi ya saya cek saldo eh ternyata bener cm ada 50 rupiah jadi tengsin nich","positif"
184,"Nice apps aplikasi ini berjalan baik, dan mempermudah saya untuk transfer tanpa harus ke atm, btw fyi untuk bs dapet full akses dr mobile bca ke  m-bca pastikan ada pulsa di kartu sim saat pertama kali install, dan jaringan kalian stabil.","positif"
185,"mantap!","positif"
186,"Bagus!!","positif"
187,"Mempercepat proses transaksi","positif"
188,"Mantap Bisa memperlancar transaksi bisnis","positif"
189,"Mantap serasa bawa ATM berjalan","positif"
190,"Very helpful! Berjalan dengan mulus.. Thx BCA buat Apps nya. Jadi lebih mudah bertransaksi. Good job! ","positif"
191,"Like it! Sangat berguna saat di lapangan pada saat kerja!","positif"
192,"praktis","positif"
193,"Bagus Sangat sangat membantu. Trims","positif"
194,"Ok Mantap","positif"
195,"Helpfull Sangat membantu, ayo maju BCA","positif"
196,"Helpfull Sangat memudahkan bertransaksi. Sedikit saran agar diberikan option fasilitas setting utk android yg dual sim agar bs switching ke sim kedua dgn mudah","positif"
197,"Lancar jaya app nya ????","positif"
198,"mantab gk ad error sm skali wajib coba,jgn baca komen yg jelek2in bank bca,itu mah pemakai nya yg awam dan hp nya gk support berbagai aplikasi dari google play store tpi dipaksain,inti nya ""work dan gk ad masalah dlm pemakaian""","positif"
199,"Aplikasi yg bagus Aplikasi ini sangat membantu urusan bisnis. Saran saya kepada pengembang agar klo mo nransfer ke rekening tujuan baru gak usah pake daftar, biar gak rebet�?","positif"
200,"Sip","positif"
201,"semakin mudah ThX  BCA....","positif"
202,"Bagus Bagus","positif"
203,"Lancar jaya... Unduh, install, aktivasi, transaksi....","positif"
204,"Mantap Akhirnya ada juga aplikasi ini buat Android..","positif"
205,"Lancar-lancar aja kok","positif"
206,"Mantab Urusan transfer transfer jadi gampang","positif"
207,"Lancar jaya","positif"
208,"Work great Sangat membantu dan dapat digunakan juga pada koneksi internet yg lagi kurang baik","positif"
209,"Moga semakin baik,ringan aplikasinya","positif"
210,"Love it! berjalan muluss tnp error sdktpun :)","positif"
211,"Sangat menolong","positif"
212,"Great app Sangat mempermudah aktifitas sehari2. Real time, bukti trsfr bisa langsung di copy utk dikirim ke mitra bisnis.","positif"
213,"Good App aplikasi ini membantu dan mempermudah bisnis saya","positif"
214,"Good Sangat membantu pekerjaan sy sehingga semua urusan financial dapat sy selesaikan walau sy ga bisa keluar kantor.","positif"
215,"Sangat membantu sekali aplikasi ini, terima kasih ,BCA","positif"
216,"Great BCA Banking App ?? Jalan normal, bagus, fitur lengkap.. Akhirnya tidak perlu repot cari2 atm untuk transaksi ?? Keep update yg penting sih.. Thanks BCA ??","positif"
217,"Cukup membantu","positif"
218,"Lenovo A60+ Akses lancar tanpa ada kendala apapun dalam hal cek saldo dan transfer antar rekening atau ke rekening lain.. :-)","positif"
219,"Berguna banget... Jd jarang print buku tabungan, cek yg transfer jd mudah","positif"
220,"Maju lancar Gonta ganti hp dari iOS ke android tetap lancar jaya","positif"
221,"Good Bagus dan berjalan mulus di smartphone saya, mohon di upgrade kembali agar support ke versi 4.4 . Thank you","positif"
222,"App yg berguna bingiiits Memang sih jam tertentu ga bs daftarin no rek tapi selebihnya apps ini enak banget pemakaiannya dan banyak membantu.","positif"
223,"Bener-bener!! Emang bener-bener aplikasi andalan w.. 1 aplikasi bisa buat semua.. kalo kata orang kyk w mah.. gudd job.. Mantap BCA..","positif"
224,"TOP Sip","positif"
225,"Bagus","positif"
226,"Great Sangat membantu","positif"
227,"App yang bagus, tapi memerlukan koneksi yang cukup , juga beberapa fitur msh akan mengurangi pulsa.","positif"
228,"mantab Sangat membantu transaksi perbankan","positif"
229,"Aplikasi yang sangat membantu. Mempermudah dakam transaksi perbankan saya.","positif"
230,"Sangat membantu","positif"
231,"Good app Mantap","positif"
232,"Support for Smartfren Saya sudah pernah menggunakan app ini di handphone samsung saya dengan kartu xl app ini bekerja dengan baik dan sangat membantu. Tetapi ketika saya mengganti handphone saya menjadi smartfren andromax saya tidak bisa masuk, setelah saya tanya ke cs bca ternyata untuk kartu smartfren belum mendukung untuk app ini. Saran dari saya mohon untuk bisa dipecahkan masalah ini, saya sudah menggunakan klikbca akan tetapi menurut saya terlalu rumit karna harus menggunakan keybca. Thanks.","positif"
233,"Great App Memudahkan untuk kita cek saldo, mutasi rekening, transfer, dll.","positif"
234,"Sangat membantu","positif"
235,"Owwww Lancar jaya euy","positif"
236,"Best Bermanfaat","positif"
237,"Cukup membantu","positif"
238,"bagus aplikasi ini sangat berguna tapi kalo sign in knp ya kok mental ,tolong yah di perbaiki lagi","positif"
239,"Good app Sangat membantu. Segala jenis transaksi bisa dilakukan. Bikin ga repot ke atm atau ngantri di teller.","positif"
240,"terimakasih sangat membantu saya, bisa beli pulsa, transfer duit ga perlu ke mesin ATM, cek saldo dimana aja .... kapan bisa ditambah fitur beli pulsa listrik ?","positif"
241,"Lancarrr no problem @ all No need comment laahh","positif"
242,"Sangat membantu","positif"
243,"Keren Keren","positif"
244,"berjalan mulus,,, saya install aplikasi BCA mobile ini sekitar 1 tahun yang lalu. di 4 perangkat android yang saya punya, dari android versi 2.3, android versi 3.0, android versi 4.0 sampai android versi 4.3 dengan nomor telpon yang berbeda tentunya, dan semua transaksi sangat amat lancar baik itu transfer, pembelian, maupun pembayaran,,, thanks BCA aplikasi nya sangat membantu,,,,","positif"
245,"Sangat membantu","positif"
246,"OngenAsli mantap�? 100% berfungsi.","positif"
247,"good sempurna","positif"
248,"Bgus Sipp.. Good app..","positif"
249,"Great Dari pertama kali punya rekening saya lgsg daftarin mbanking, dan waktu pertama kali bca meluncurkan app ini, sama sekali ga ada masalah, udah 3x gnti hp, tetep bca mobile ga ada masalah apa2, semuanya lancarrr, transaksi mudahh, terima kasih bca,,","positif"
250,"excellent Bagus bgt, sgt membantu","positif"
251,"Sip","positif"
252,"Work..!!! Alhamdulillah lancar pke m bca. Install lancar,cek saldo,cek mutasi,transfer jg lancar. Bekerja dengan baik^^","positif"
253,"Best Bagus s3kali","positif"
254,"Samsung galaxy S2 Sejauh ini aman dan nyaman, good aplikasi dan tidak mengecewakan. Transaksi lancar dan aman terkendali.","positif"
255,"Membantuku","positif"
256,"Sangat mebantu transaksi","positif"
257,"Siiip Sangat membantu","positif"
258,"Akhirnya bisa juga Setelah beberapa kali coba akhirnya bisa juga. D android 4.3 emang aga susah masuknya. Mesti rubah pengaturan dulu... tp akhirnya lancar jg berjalan.","positif"
259,"Kerenn App ngebantu banget .... gak ribet gampang di gunakan tks BCA","positif"
260,"Mantap Mantaps","positif"
261,"Kerennn","positif"
262,"Very usegull Cara praktis cek saldo n transfer tnpa hrs ke atm.. Cucok buat kita2 yg susah kluar n padat jadwal","positif"
263,"Keren Mantap dah","positif"
264,"Aplikasi yg sgt membantu Banyak sekali komen2 sampah dibawah. Pdhl gw pake fine2 aja. Gak pernah ada masalah. Sebelum aktivasi di bca mobile, pastiin dulu sudah registrasi di cabang terdekat. Pastiin pulsa juga ada, soalnya diawal aktivasi kena pulsa dl 500 perak. Yg komen gak mau kena pulsa berarti kere, pulsa aja gak ada apalagi saldo rekening. utk yg nanya isi pulsa as...pilihnya simpati. Trus masukin no as nya....saldo pun terisi.  Utk android cdma tidak bs menggunakan aplikasi ini. Contoh smartfren atau esia.","positif"
265,"Exelent !! Banyak yg pada ga bisa, error atau apalah.. ane bagus2 aja dah.. instal uninstal ganti hp lain jg ga masalah.. coba ke CS nya sana daftar dulu baru instal.. jangan cuma bisa memaki.. smartphone for smartuser.. yg ga bisa n ga ngarti cuma gaya2an pake HP bagus.. ganti aja tu hp sama nok 3310.. wkwkwk","positif"
266,"wow Keren","positif"
267,"Sangat membantu","positif"
268,"Mantab Mantab gan..transaksi perbankan jadi mudah. Installasi juga mudah.","positif"
269,"Membuat transaksi menjadi begitu praktis","positif"
270,"Bagus Top","positif"
271,"BCA Sangat bermanfaat","positif"
272,"Ok Lumayan bagus tampilan","positif"
273,"mantap..!","positif"
274,"Sip","positif"
275,"Seep Thanks, layanan ini sangat memudahkan saya dalam bertransaksi!","positif"
276,"Good job Sangat membantu","positif"
277,"Mantaaaaapppsssss Thank U BCA krn aplikasi ini gw ga perlu bolak balik ke bank cuma krn utk transfer n trima transfer. Aplikasi berjalan dgn baik. Excellent Apps.....","positif"
278,"Best, semua beres disini ga usah ke atm","positif"
279,"BagusJadi sangat terbantu, terima kasih.","positif"
280,"Bagus	Berguna... Cara pakainya jg gampang.","positif"
281,"Mantaf. Transaksi jadi lebih mudah tanoa antri","positif"
282,"mantab..jd bisa lebih mudah segala nya","positif"
283,"Bca mobileMudah bertransaksi dan tidak usah kesana kesini.","positif"
284,"rims BCAMudah di akses dimana saja dgn menggunakan M-BCA","positif"
285,"Good appJadi lebih mudah ga perlu repot2 ke atm.","positif"
286,"Luar biasaLebih nymandi gunakan","positif"
287,"BagusSangat membantu","positif"
288,"BCA MobileSangat membantu, Thanks","positif"
289,"Juara dahKata","positif"
290,"Bagus bnget ..jadi mudah bertransaksi","positif"
291,"MantapAkurat","positif"
292,"Keren	Sangat mempermudah transaksi","positif"
